  x =        1.00000000000000
                      y                     f1                     f2                  delta                   frac
       26.0000000000000    0.00142450142450142    0.00142450142450142  -2.16840434497101e-18  -1.52221985016965e-15
       27.0000000000000    0.00132275132275133    0.00132275132275132   1.12757025938492e-17   8.52443116095003e-15
       28.0000000000000    0.00123152709359608    0.00123152709359606   1.86482773667507e-17   1.51424012218015e-14
       29.0000000000000    0.00114942528735635    0.00114942528735632   2.94902990916057e-17   2.56565602096970e-14
       30.0000000000000    0.00107526881720433    0.00107526881720430   2.51534904016637e-17   2.33927460735472e-14
       31.0000000000000    0.00100806451612903    0.00100806451612903   1.95156391047391e-18   1.93595139919012e-15
       32.0000000000000   0.000946969696969709   0.000946969696969697   1.17093834628434e-17   1.23651089367627e-14
       33.0000000000000   0.000891265597147965   0.000891265597147950   1.52872506320456e-17   1.71522952091552e-14
       34.0000000000000   0.000840336134453792   0.000840336134453781   1.00830802041152e-17   1.19988654428971e-14
       35.0000000000000   0.000793650793650808   0.000793650793650794   1.39862080250630e-17   1.76226221115794e-14
       36.0000000000000   0.000750750750750761   0.000750750750750751   1.05167610731094e-17   1.40083257493817e-14
       37.0000000000000   0.000711237553342828   0.000711237553342817   1.18178036800920e-17   1.66158319742093e-14
       38.0000000000000   0.000674763832658579   0.000674763832658569   9.21571846612679e-18   1.36576947667999e-14
       39.0000000000000   0.000641025641025651   0.000641025641025641   1.00830802041152e-17   1.57296051184197e-14
       40.0000000000000   0.000609756097560983   0.000609756097560976   7.26415455565288e-18   1.19132134712707e-14
       41.0000000000000   0.000580720092915222   0.000580720092915215   6.93889390390723e-18   1.19487753025282e-14
       42.0000000000000   0.000553709856035445   0.000553709856035437   7.37257477290143e-18   1.33148700398600e-14
       43.0000000000000   0.000528541226215650   0.000528541226215645   4.77048955893622e-18   9.02576624550733e-15
       44.0000000000000   0.000505050505050521   0.000505050505050505   1.60461921527855e-17   3.17714604625152e-14
       45.0000000000000   0.000483091787439624   0.000483091787439614   1.03541307472366e-17   2.14330506467797e-14
       46.0000000000000   0.000462534690101752   0.000462534690101758  -6.07153216591882e-18  -1.31266525427165e-14
       47.0000000000000   0.000443262411347526   0.000443262411347518   8.40256683676266e-18   1.89561907837366e-14
       48.0000000000000   0.000425170068027213   0.000425170068027211   2.22261445359528e-18   5.22758919485611e-15
       49.0000000000000   0.000408163265306124   0.000408163265306122   1.19262238973405e-18   2.92192485484843e-15
       50.0000000000000   0.000392156862745106   0.000392156862745098   8.02309607639273e-18   2.04588949948015e-14
       51.0000000000000   0.000377073906485662   0.000377073906485671  -9.70360944374526e-18  -2.57339722448124e-14
       52.0000000000000   0.000362844702467342   0.000362844702467344  -1.62630325872826e-18  -4.48209178105508e-15
       53.0000000000000   0.000349406009783377   0.000349406009783368   8.40256683676266e-18   2.40481462868147e-14
       54.0000000000000   0.000336700336700334   0.000336700336700337  -2.38524477946811e-18  -7.08417699502028e-15
       55.0000000000000   0.000324675324675325   0.000324675324675325   5.96311194867027e-19   1.83663848019044e-15
       56.0000000000000   0.000313283208020052   0.000313283208020050   2.22261445359528e-18   7.09458533587614e-15
       57.0000000000000   0.000302480338777972   0.000302480338777979  -6.99310401253150e-18  -2.31192018654291e-14
       58.0000000000000   0.000292226767971948   0.000292226767971947   1.02999206386123e-18   3.52463284253312e-15
       59.0000000000000   0.000282485875706216   0.000282485875706215   4.87890977618477e-19   1.72713406076941e-15
       60.0000000000000   0.000273224043715845   0.000273224043715847  -1.95156391047391e-18  -7.14272391233450e-15
       61.0000000000000   0.000264410364886302   0.000264410364886303  -1.89735380184963e-18  -7.17579207859531e-15
       62.0000000000000   0.000256016385048644   0.000256016385048644   9.21571846612679e-19   3.59965963286912e-15
       63.0000000000000   0.000248015873015876   0.000248015873015873   3.08997619158369e-18   1.24587840044654e-14
       64.0000000000000   0.000240384615384610   0.000240384615384616  -5.12285526499401e-18  -2.13110779023751e-14
       65.0000000000000   0.000233100233100232   0.000233100233100233  -8.13151629364128e-19  -3.48842048997211e-15
       66.0000000000000   0.000226142017186797   0.000226142017186793   4.03865309250850e-18   1.78589239750726e-14
       67.0000000000000   0.000219490781387183   0.000219490781387182   1.16551733542192e-18   5.31009698018225e-15
       68.0000000000000   0.000213128729752768   0.000213128729752771  -2.65629532258949e-18  -1.24633376535899e-14
       69.0000000000000   0.000207039337474119   0.000207039337474120  -1.11130722679764e-18  -5.36761390543260e-15
       70.0000000000000   0.000201207243460766   0.000201207243460765   1.43656787854329e-18   7.13974235636016e-15
       71.0000000000000   0.000195618153364634   0.000195618153364633   1.05709711817337e-18   5.40388046810224e-15
       72.0000000000000   0.000190258751902588   0.000190258751902588   6.77626357803440e-19   3.56160413661488e-15
       73.0000000000000   0.000185116623472788   0.000185116623472788   3.25260651745651e-19   1.75705804073001e-15
       74.0000000000000   0.000180180180180179   0.000180180180180180  -1.27393755267047e-18  -7.07035341732109e-15
       75.0000000000000   0.000175438596491225   0.000175438596491228  -2.81892564846231e-18  -1.60678761962352e-14
       76.0000000000000   0.000170881749829115   0.000170881749829118  -2.73761048552590e-18  -1.60204965612976e-14
       77.0000000000000   0.000166500166500172   0.000166500166500167   5.31259064517897e-18   3.19074194149449e-14
       78.0000000000000   0.000162284972411559   0.000162284972411555   3.74049749507499e-18   2.30489455646520e-14
       79.0000000000000   0.000158227848101265   0.000158227848101266  -1.38235776991902e-18  -8.73650110588818e-15
       80.0000000000000   0.000154320987654323   0.000154320987654321   1.92445885616177e-18   1.24704933879283e-14
       81.0000000000000   0.000150557061126165   0.000150557061126167  -2.14129929065887e-18  -1.42225098885562e-14
       82.0000000000000   0.000146929180135171   0.000146929180135175  -3.14418630020796e-18  -2.13993319592154e-14
       83.0000000000000   0.000143430866322435   0.000143430866322433   2.79182059415017e-18   1.94645731824150e-14
       84.0000000000000   0.000140056022408967   0.000140056022408964   3.46944695195361e-18   2.47718512369488e-14
       85.0000000000000   0.000136798905608749   0.000136798905608755  -6.07153216591882e-18  -4.43829001328665e-14
       86.0000000000000   0.000133654103180963   0.000133654103180968  -4.74338450462408e-18  -3.54900028635974e-14
       87.0000000000000   0.000130616509926861   0.000130616509926855   5.58364118830035e-18   4.27483569376274e-14
       88.0000000000000   0.000127681307456591   0.000127681307456588   2.49366499671666e-18   1.95303842542849e-14
       89.0000000000000   0.000124843945068665   0.000124843945068664   8.94466792300541e-19   7.16467900632735e-15
       90.0000000000000   0.000122100122100124   0.000122100122100122   1.51788304147971e-18   1.24314621097188e-14
       91.0000000000000   0.000119445771619683   0.000119445771619685  -1.49077798716757e-18  -1.24807933085669e-14
       92.0000000000000   0.000116877045348291   0.000116877045348294  -3.32036915323686e-18  -2.84090784750945e-14
       93.0000000000000   0.000114390299702586   0.000114390299702585   8.13151629364128e-19   7.10857154390121e-15
       94.0000000000000   0.000111982082866741   0.000111982082866742  -5.96311194867027e-19  -5.32505897016254e-15
       95.0000000000000   0.000109649122807014   0.000109649122807018  -3.69983991360678e-18  -3.37425400120938e-14
       96.0000000000000   0.000107388316151201   0.000107388316151203  -1.51788304147971e-18  -1.41345268822590e-14
       97.0000000000000   0.000105196717862406   0.000105196717862403   2.99510850149121e-18   2.84715014151754e-14
       98.0000000000000   0.000103071531642962   0.000103071531642960   1.82959116606929e-18   1.77506934932042e-14
       99.0000000000000   0.000101010101010101   0.000101010101010101       0.00000000000000       0.00000000000000
       100.000000000000   9.90099009900996e-05   9.90099009900990e-05   5.28548559086683e-19   5.33834044677550e-15
max(abs(diff)) = 5.32907051820075e-15
max(abs(frac)) = 4.43829001328665e-14

  x =        3.00000000000000
                      y                     f1                     f2                  delta                   frac
       1.00000000000000      0.333333333333337      0.333333333333333   3.60822483003176e-15   1.08246744900953e-14
       2.00000000000000     0.0833333333333342     0.0833333333333333   8.88178419700125e-16   1.06581410364015e-14
       3.00000000000000     0.0333333333333337     0.0333333333333333   3.67761376907083e-16   1.10328413072125e-14
       4.00000000000000     0.0166666666666668     0.0166666666666667   1.66533453693773e-16   9.99200722162641e-15
       5.00000000000000    0.00952380952380962    0.00952380952380952   9.54097911787244e-17   1.00180280737661e-14
       6.00000000000000    0.00595238095238101    0.00595238095238095   5.98479599211998e-17   1.00544572667616e-14
       7.00000000000000    0.00396825396825401    0.00396825396825397   4.59701721133854e-17   1.15844833725731e-14
       8.00000000000000    0.00277777777777781    0.00277777777777778   2.90566182226115e-17   1.04603825601401e-14
       9.00000000000000    0.00202020202020204    0.00202020202020202   2.16840434497101e-17   1.07336015076065e-14
       10.0000000000000    0.00151515151515153    0.00151515151515152   1.77809156287623e-17   1.17354043149831e-14
       11.0000000000000    0.00116550116550118    0.00116550116550117   1.12757025938492e-17   9.67455282552265e-15
       12.0000000000000   0.000915750915750926   0.000915750915750916   1.04083408558608e-17   1.13659082146000e-14
       13.0000000000000   0.000732600732600739   0.000732600732600733   6.39679281766448e-18   8.73162219611201e-15
       14.0000000000000   0.000595238095238102   0.000595238095238095   6.83047368665868e-18   1.14751957935866e-14
       15.0000000000000   0.000490196078431374   0.000490196078431373   9.75781955236954e-19   1.99059518868339e-15
       16.0000000000000   0.000408496732026146   0.000408496732026144   2.11419423634673e-18   5.17554749057680e-15
       17.0000000000000   0.000343997248022020   0.000343997248022016   3.79470760369927e-18   1.10312150039538e-14
       18.0000000000000   0.000292397660818717   0.000292397660818713   3.14418630020796e-18   1.07531171467112e-14
       19.0000000000000   0.000250626566416044   0.000250626566416040   3.90312782094782e-18   1.55734800055818e-14
       20.0000000000000   0.000216450216450216   0.000216450216450216  -1.89735380184963e-19  -8.76577456454530e-16
       21.0000000000000   0.000188217579521930   0.000188217579521927   2.41234983378025e-18   1.28168146668745e-14
       22.0000000000000   0.000164690382081687   0.000164690382081686   3.25260651745651e-19   1.97498267739959e-15
       23.0000000000000   0.000144927536231887   0.000144927536231884   3.11708124589583e-18   2.15078605966812e-14
       24.0000000000000   0.000128205128205129   0.000128205128205128   7.58941520739853e-19   5.91974386177085e-15
       25.0000000000000   0.000113960113960114   0.000113960113960114   2.16840434497101e-19   1.90277481271206e-15
       26.0000000000000   0.000101750101750101   0.000101750101750102  -5.28548559086683e-19  -5.19457523870392e-15
       27.0000000000000   9.12242291552639e-05   9.12242291552636e-05   2.43945488809238e-19   2.67413044832687e-15
       28.0000000000000   8.21018062397396e-05   8.21018062397373e-05   2.38524477946811e-18   2.90522814139216e-14
       29.0000000000000   7.41564701520226e-05   7.41564701520208e-05   1.81603863891322e-18   2.44892810457448e-14
       30.0000000000000   6.72043010752699e-05   6.72043010752688e-05   1.07064964532944e-18   1.59312667225020e-14
       31.0000000000000   6.10948191593360e-05   6.10948191593353e-05   7.04731412115578e-19   1.15350437535078e-14
       32.0000000000000   5.57040998217474e-05   5.57040998217469e-05   5.42101086242752e-19   9.73179870022989e-15
       33.0000000000000   5.09294626941697e-05   5.09294626941686e-05   1.09775469964157e-18   2.15544135274623e-14
       34.0000000000000   4.66853408029886e-05   4.66853408029879e-05   7.04731412115578e-19   1.50953468475157e-14
       35.0000000000000   4.29000429000437e-05   4.29000429000429e-05   7.79270311473956e-19   1.81647909604579e-14
       36.0000000000000   3.95131974079350e-05   3.95131974079343e-05   7.72494047895922e-19   1.95502793641500e-14
       37.0000000000000   3.64737206842475e-05   3.64737206842470e-05   5.14996031930615e-19   1.41196462074417e-14
       38.0000000000000   3.37381916329292e-05   3.37381916329285e-05   7.11507675693612e-19   2.10890875075587e-14
       39.0000000000000   3.12695434646657e-05   3.12695434646654e-05   2.98155597433514e-19   9.53501600592377e-15
       40.0000000000000   2.90360046457613e-05   2.90360046457607e-05   5.62429876976855e-19   1.93700849630829e-14
       41.0000000000000   2.70102368797776e-05   2.70102368797774e-05   1.89735380184963e-19   7.02457298058790e-15
       42.0000000000000   2.51686298197930e-05   2.51686298197926e-05   4.20128341838133e-19   1.66925392779127e-14
       43.0000000000000   2.34907211651404e-05   2.34907211651398e-05   6.33580644546217e-19   2.69715280383324e-14
       44.0000000000000   2.19587176108921e-05   2.19587176108915e-05   5.45489218031769e-19   2.48415789891668e-14
       45.0000000000000   2.05570973378563e-05   2.05570973378559e-05   3.89635155736978e-19   1.89538021508253e-14
       46.0000000000000   1.92722787542401e-05   1.92722787542399e-05   2.30392961653170e-19   1.19546299942597e-14
       47.0000000000000   1.80923433203069e-05   1.80923433203068e-05   5.08219768352580e-20   2.80903230363838e-15
       48.0000000000000   1.70068027210889e-05   1.70068027210884e-05   4.77726582251425e-19   2.80903230363838e-14
       49.0000000000000   1.60064025610245e-05   1.60064025610244e-05   6.77626357803440e-20   4.23347067037699e-15
       50.0000000000000   1.50829562594268e-05   1.50829562594268e-05       0.00000000000000       0.00000000000000
       51.0000000000000   1.42292040183272e-05   1.42292040183272e-05  -5.08219768352580e-20  -3.57166688802827e-15
       52.0000000000000   1.34386926839757e-05   1.34386926839757e-05   2.37169225231204e-20   1.76482363879044e-15
       53.0000000000000   1.27056730830318e-05   1.27056730830316e-05   2.03287907341032e-19   1.59997747472760e-14
       54.0000000000000   1.20250120250121e-05   1.20250120250120e-05   1.06726151354042e-19   8.87534674660212e-15
       55.0000000000000   1.13921166552745e-05   1.13921166552746e-05  -4.06575814682064e-20  -3.56892250127916e-15
       56.0000000000000   1.08028692420706e-05   1.08028692420707e-05  -7.62329652528870e-20  -7.05673312752925e-15
       57.0000000000000   1.02535708060332e-05   1.02535708060332e-05   1.86347248395946e-20   1.81738880943115e-15
       58.0000000000000   9.74089226573143e-06   9.74089226573154e-06  -1.03338019565025e-19  -1.06086810885454e-14
       59.0000000000000   9.26183199036785e-06   9.26183199036770e-06   1.47383732822248e-19   1.59130216328181e-14
       60.0000000000000   8.81367882954324e-06   8.81367882954346e-06  -2.18534500391609e-19  -2.47949244144320e-14
       61.0000000000000   8.39397983766059e-06   8.39397983766042e-06   1.62630325872826e-19   1.93746386122074e-14
       62.0000000000000   8.00051203277007e-06   8.00051203277008e-06  -1.52465930505774e-20  -1.90570215857778e-15
       63.0000000000000   7.63125763125767e-06   7.63125763125763e-06   4.06575814682064e-20   5.32776947559377e-15
       64.0000000000000   7.28438228438219e-06   7.28438228438228e-06  -9.06325253562101e-20  -1.24420330809005e-14
       65.0000000000000   6.95821591343986e-06   6.95821591343979e-06   7.45388993583784e-20   1.07123579212894e-14
       66.0000000000000   6.65123579961165e-06   6.65123579961157e-06   8.30092288309214e-20   1.24802715362714e-14
       67.0000000000000   6.36205163441108e-06   6.36205163441107e-06   1.18584612615602e-20   1.86393665801455e-15
       68.0000000000000   6.08939227865054e-06   6.08939227865059e-06  -5.33630756770209e-20  -8.76328428768038e-15
       69.0000000000000   5.83209401335553e-06   5.83209401335549e-06   4.15046144154607e-20   7.11658871074698e-15
       70.0000000000000   5.58909009613240e-06   5.58909009613235e-06   4.91279109407494e-20   8.78996582551888e-15
       71.0000000000000   5.35940146204480e-06   5.35940146204471e-06   8.55503276726843e-20   1.59626645397908e-14
       72.0000000000000   5.14212842979968e-06   5.14212842979966e-06   1.86347248395946e-20   3.62393220900564e-15
       73.0000000000000   4.93644329260768e-06   4.93644329260768e-06       0.00000000000000       0.00000000000000
       74.0000000000000   4.74158368895203e-06   4.74158368895211e-06  -8.38562617781757e-20  -1.76852856090172e-14
       75.0000000000000   4.55684666210974e-06   4.55684666210982e-06  -8.04681299891585e-20  -1.76587311261208e-14
